# BUSCO version is: 5.4.3 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
31398at4891	Complete	9620	16828	17289	-	229.8	135	https://v10-1.orthodb.org/?query=31398at4891	Ribosomal protein L13
31405at4891	Complete	9416	8735	9127	-	193.7	110	https://v10-1.orthodb.org/?query=31405at4891	Transcriptional activator
31406at4891	Complete	9698	6265	6870	-	271.5	169	https://v10-1.orthodb.org/?query=31406at4891	RNA polymerase II subunit A
31408at4891	Complete	8310	3282	3962	-	210.6	170	https://v10-1.orthodb.org/?query=31408at4891	Protein-lysine N-methyltransferase EFM4
31429at4891	Complete	8906	8570	9529	-	324.7	260	https://v10-1.orthodb.org/?query=31429at4891	Palmitoyltransferase
31434at4891	Complete	8760	1802	2968	-	164.4	227	https://v10-1.orthodb.org/?query=31434at4891	Mannose-6-phosphate receptor binding domain superfamily
31476at4891	Complete	7348	565	1086	-	335.9	157	https://v10-1.orthodb.org/?query=31476at4891	Histone chaperone
31512at4891	Complete	9004	6501	7076	-	222.8	148	https://v10-1.orthodb.org/?query=31512at4891	Ribonuclease H superfamily
31544at4891	Complete	9428	2704	4236	+	426.2	339	https://v10-1.orthodb.org/?query=31544at4891	Helicase, C-terminal
31564at4891	Complete	9660	19356	19832	-	217.4	130	https://v10-1.orthodb.org/?query=31564at4891	EF-hand domain
31569at4891	Complete	8112	362	979	+	231.8	127	https://v10-1.orthodb.org/?query=31569at4891	Ubiquitin-conjugating enzyme, active site
31628at4891	Complete	7490	998	1462	+	167.3	123	https://v10-1.orthodb.org/?query=31628at4891	Ribosomal protein S8
31633at4891	Complete	9652	24922	25443	+	185.4	137	https://v10-1.orthodb.org/?query=31633at4891	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
31636at4891	Complete	9626	10776	11357	-	184.4	157	https://v10-1.orthodb.org/?query=31636at4891	GINS complex, subunit Psf3
31637at4891	Complete	9524	13838	14437	+	226.0	153	https://v10-1.orthodb.org/?query=31637at4891	Ribosome biogenesis regulatory protein
31650at4891	Complete	9542	12539	13378	-	320.6	203	https://v10-1.orthodb.org/?query=31650at4891	Gdt1 family
31657at4891	Duplicated	8776	643	1041	-	252.3	118	https://v10-1.orthodb.org/?query=31657at4891	Ubiquitin-conjugating enzyme E2
31657at4891	Duplicated	8900	8855	9253	+	249.0	118	https://v10-1.orthodb.org/?query=31657at4891	Ubiquitin-conjugating enzyme E2
31659at4891	Complete	9542	16116	16883	+	298.4	225	https://v10-1.orthodb.org/?query=31659at4891	Inner membrane mitoribosome receptor Mba1, mitochondrial
31662at4891	Complete	8858	5491	6498	+	199.7	179	https://v10-1.orthodb.org/?query=31662at4891	Pre-mRNA-splicing factor Cwc2
31685at4891	Complete	9704	11081	11701	-	281.4	165	https://v10-1.orthodb.org/?query=31685at4891	Coiled-coil domain-containing protein 90-like
31692at4891	Complete	9690	6606	7292	+	165.6	162	https://v10-1.orthodb.org/?query=31692at4891	MICOS complex subunit
31700at4891	Complete	9466	9649	10365	-	170.2	129	https://v10-1.orthodb.org/?query=31700at4891	Oxidoreductase-like domain-containing protein 1
31701at4891	Complete	9410	647	2500	-	183.8	138	https://v10-1.orthodb.org/?query=31701at4891	Ribosomal protein L28/L24
31712at4891	Complete	9626	3944	4663	-	180.6	155	https://v10-1.orthodb.org/?query=31712at4891	K Homology domain, type 1
31718at4891	Complete	9648	3017	4672	-	295.3	329	https://v10-1.orthodb.org/?query=31718at4891	Peroxin domain
31722at4891	Complete	9338	8926	10017	-	181.0	238	https://v10-1.orthodb.org/?query=31722at4891	TAP46-like protein
31728at4891	Complete	8782	5743	7125	+	137.5	147	https://v10-1.orthodb.org/?query=31728at4891	NT-type C2 domain
31733at4891	Complete	8508	905	2185	-	190.8	324	https://v10-1.orthodb.org/?query=31733at4891	Ribosomal RNA-processing protein 14, N-terminal
31822at4891	Complete	9714	3728	4441	-	219.2	161	https://v10-1.orthodb.org/?query=31822at4891	Lumazine-binding domain
31855at4891	Complete	9302	7334	8467	+	168.8	258	https://v10-1.orthodb.org/?query=31855at4891	Nucleotide exchange factor SIL1
31879at4891	Complete	9474	610	1389	+	203.6	175	https://v10-1.orthodb.org/?query=31879at4891	Mitochondrial glycoprotein
31913at4891	Complete	8334	1740	2861	+	303.5	236	https://v10-1.orthodb.org/?query=31913at4891	PSP, proline-rich
31926at4891	Duplicated	8878	3238	4106	-	312.6	161	https://v10-1.orthodb.org/?query=31926at4891	Ribosomal protein L22/L17
31926at4891	Duplicated	9708	24355	25212	-	311.6	161	https://v10-1.orthodb.org/?query=31926at4891	Ribosomal protein L22/L17
31961at4891	Complete	9604	5904	6806	-	303.0	208	https://v10-1.orthodb.org/?query=31961at4891	Ubiquinone biosynthesis protein Coq4
31994at4891	Duplicated	8628	218	670	-	164.2	117	https://v10-1.orthodb.org/?query=31994at4891	Cytochrome c oxidase subunit IV family
31994at4891	Duplicated	9504	6723	7181	+	176.2	116	https://v10-1.orthodb.org/?query=31994at4891	Cytochrome c oxidase subunit IV family
31995at4891	Complete	9228	13601	14101	-	274.1	151	https://v10-1.orthodb.org/?query=31995at4891	Translationally controlled tumour protein
32000at4891	Complete	7668	388	993	-	234.6	151	https://v10-1.orthodb.org/?query=32000at4891	Rho protein GDP-dissociation inhibitor
32004at4891	Complete	9548	9172	9807	-	308.4	166	https://v10-1.orthodb.org/?query=32004at4891	V-ATPase proteolipid subunit
32005at4891	Complete	7166	381	938	+	196.4	135	https://v10-1.orthodb.org/?query=32005at4891	Thymidylate kinase
32012at4891	Complete	7710	234	953	-	262.5	190	https://v10-1.orthodb.org/?query=32012at4891	Luc7-related
32025at4891	Complete	9436	17460	17894	-	228.9	128	https://v10-1.orthodb.org/?query=32025at4891	Ubiquitin-conjugating enzyme, active site
32081at4891	Complete	9010	4709	5635	-	341.2	248	https://v10-1.orthodb.org/?query=32081at4891	Transcription elongation factor S-II, central domain
32134at4891	Complete	9534	2408	3304	+	225.0	198	https://v10-1.orthodb.org/?query=32134at4891	rRNA biogenesis protein RRP36
32137at4891	Complete	8650	2651	3769	-	337.3	254	https://v10-1.orthodb.org/?query=32137at4891	Ubiquitin domain
32146at4891	Complete	9398	13071	14483	+	180.0	168	https://v10-1.orthodb.org/?query=32146at4891	Nucleoporin Nup49
32155at4891	Complete	9146	3919	7920	+	231.7	307	https://v10-1.orthodb.org/?query=32155at4891	Exocyst complex component Sec3, C-terminal
32172at4891	Duplicated	8856	4098	4763	+	350.4	187	https://v10-1.orthodb.org/?query=32172at4891	Small GTPase
32172at4891	Duplicated	8968	6712	7380	-	345.8	190	https://v10-1.orthodb.org/?query=32172at4891	Small GTPase
32213at4891	Complete	9712	20981	21502	+	222.1	149	https://v10-1.orthodb.org/?query=32213at4891	ATP synthase subunit d, mitochondrial
32220at4891	Complete	9028	3380	3874	-	293.1	142	https://v10-1.orthodb.org/?query=32220at4891	Ubiquitin-conjugating enzyme E2
32226at4891	Complete	9714	37589	38683	+	193.0	238	https://v10-1.orthodb.org/?query=32226at4891	RNA polymerase II associated factor Paf1
32228at4891	Complete	9522	16960	17571	+	245.4	168	https://v10-1.orthodb.org/?query=32228at4891	Snf7 family
32235at4891	Complete	8536	2649	3587	+	239.4	169	https://v10-1.orthodb.org/?query=32235at4891	Ribosomal protein L22/L17
32238at4891	Complete	9612	10323	11714	-	281.1	219	https://v10-1.orthodb.org/?query=32238at4891	DNA recombination/repair protein Rad52
32270at4891	Complete	7652	928	1713	+	279.3	207	https://v10-1.orthodb.org/?query=32270at4891	Ribosomal protein L15
32312at4891	Complete	9390	10772	13027	-	311.7	376	https://v10-1.orthodb.org/?query=32312at4891	Exocyst complex component Exo84
32319at4891	Complete	9606	9614	10195	+	216.9	125	https://v10-1.orthodb.org/?query=32319at4891	SKP1 component, dimerisation
32329at4891	Complete	8216	3572	4351	-	210.1	186	https://v10-1.orthodb.org/?query=32329at4891	COQ9
32341at4891	Complete	9632	4450	5436	-	180.1	201	https://v10-1.orthodb.org/?query=32341at4891	Ribokinase
32346at4891	Complete	9014	4019	5368	-	198.4	231	https://v10-1.orthodb.org/?query=32346at4891	Proteasome component (PCI) domain
32367at4891	Complete	9624	8513	9019	+	143.4	136	https://v10-1.orthodb.org/?query=32367at4891	Peptidyl-tRNA hydrolase
32435at4891	Complete	9510	6852	8237	-	180.4	216	https://v10-1.orthodb.org/?query=32435at4891	NEDD8-activating enzyme E1 regulatory subunit
32475at4891	Complete	9052	6060	8204	-	92.6	220	https://v10-1.orthodb.org/?query=32475at4891	Peptidase C2, calpain, catalytic domain
32490at4891	Complete	7154	92	754	+	278.9	159	https://v10-1.orthodb.org/?query=32490at4891	Mitochondrial import inner membrane translocase subunit TIM23
32508at4891	Complete	8784	4204	5133	-	255.1	156	https://v10-1.orthodb.org/?query=32508at4891	MOB kinase activator family
32519at4891	Complete	9712	35621	36441	+	319.4	174	https://v10-1.orthodb.org/?query=32519at4891	Uridylate kinase
32529at4891	Complete	8550	1185	2345	-	336.3	295	https://v10-1.orthodb.org/?query=32529at4891	GPI transamidase subunit PIG-U
32545at4891	Complete	8362	4341	4856	+	178.9	119	https://v10-1.orthodb.org/?query=32545at4891	GAF domain
32546at4891	Fragmented	6442	0	320	+	213.9	101	https://v10-1.orthodb.org/?query=32546at4891	Ribosomal protein L5
32549at4891	Complete	8882	4869	5360	-	173.9	128	https://v10-1.orthodb.org/?query=32549at4891	Peptidyl-prolyl cis-trans isomerase
32582at4891	Complete	9614	49	519	-	268.7	140	https://v10-1.orthodb.org/?query=32582at4891	V-ATPase proteolipid subunit
32607at4891	Complete	8398	1344	1958	-	102.2	127	https://v10-1.orthodb.org/?query=32607at4891	Mediator complex, subunit Med20
32632at4891	Complete	9356	7628	9295	+	423.2	377	https://v10-1.orthodb.org/?query=32632at4891	DNA-binding RFX-type winged-helix domain
32672at4891	Complete	7526	1033	1464	-	203.4	108	https://v10-1.orthodb.org/?query=32672at4891	Zinc finger C2H2-type
32712at4891	Complete	9692	35657	36253	+	289.1	164	https://v10-1.orthodb.org/?query=32712at4891	Ribosomal protein L24e/L24 superfamily
32745at4891	Complete	8534	1398	2390	+	129.5	179	https://v10-1.orthodb.org/?query=32745at4891	Twinfilin
32761at4891	Complete	9134	4641	6329	+	209.9	311	https://v10-1.orthodb.org/?query=32761at4891	Winged helix-like DNA-binding domain superfamily
32785at4891	Complete	9242	14	679	+	174.7	151	https://v10-1.orthodb.org/?query=32785at4891	Exoribonuclease, phosphorolytic domain 1
32812at4891	Complete	9634	26715	27140	+	216.1	124	https://v10-1.orthodb.org/?query=32812at4891	Dim1 family
32823at4891	Complete	9670	23433	23876	+	188.4	92	https://v10-1.orthodb.org/?query=32823at4891	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
32845at4891	Complete	9176	1850	2596	+	95.5	124	https://v10-1.orthodb.org/?query=32845at4891	Exoribonuclease, phosphorolytic domain 1
32853at4891	Complete	9656	12535	12981	-	158.6	110	https://v10-1.orthodb.org/?query=32853at4891	EF-hand domain
32856at4891	Complete	9698	20178	20951	-	246.8	184	https://v10-1.orthodb.org/?query=32856at4891	Exosome complex component CSL4, C-terminal
32872at4891	Complete	9694	4218	4640	-	173.3	119	https://v10-1.orthodb.org/?query=32872at4891	Prefoldin
32892at4891	Complete	9152	6983	7654	+	202.9	157	https://v10-1.orthodb.org/?query=32892at4891	Enolase-phosphatase E1
32898at4891	Complete	8908	302	925	+	195.3	153	https://v10-1.orthodb.org/?query=32898at4891	GINS complex, subunit Psf1
32901at4891	Complete	9362	190	1590	+	234.9	318	https://v10-1.orthodb.org/?query=32901at4891	Origin recognition complex, subunit 5
32984at4891	Complete	9700	36684	37670	+	286.4	270	https://v10-1.orthodb.org/?query=32984at4891	Tetratricopeptide repeat
32986at4891	Complete	9388	12103	13092	+	136.4	200	https://v10-1.orthodb.org/?query=32986at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
33004at4891	Complete	9058	3369	5687	-	324.1	316	https://v10-1.orthodb.org/?query=33004at4891	Protein EFR3
33025at4891	Complete	9294	4336	5073	-	292.0	195	https://v10-1.orthodb.org/?query=33025at4891	Ribosome maturation protein SBDS, N-terminal
33057at4891	Complete	9542	6259	6885	+	195.8	161	https://v10-1.orthodb.org/?query=33057at4891	Mediator complex, subunit Med8, fungi
33075at4891	Complete	8036	1274	2047	+	360.7	239	https://v10-1.orthodb.org/?query=33075at4891	Proliferating cell nuclear antigen
33087at4891	Complete	8856	366	1553	-	192.3	212	https://v10-1.orthodb.org/?query=33087at4891	WD40-repeat-containing domain
33117at4891	Complete	8884	7398	9178	-	250.7	143	https://v10-1.orthodb.org/?query=33117at4891	Ribosomal protein S13/S15, N-terminal
33118at4891	Complete	8364	137	607	+	123.5	115	https://v10-1.orthodb.org/?query=33118at4891	Glucosamine 6-phosphate N-acetyltransferase
33119at4891	Complete	8804	2085	2558	+	266.3	131	https://v10-1.orthodb.org/?query=33119at4891	Mitochondrial import inner membrane translocase subunit TIM17
33121at4891	Complete	9224	2637	3119	+	194.7	134	https://v10-1.orthodb.org/?query=33121at4891	Phosphotyrosine protein phosphatase I
33122at4891	Complete	9714	78	602	-	148.3	120	https://v10-1.orthodb.org/?query=33122at4891	Longin-like domain superfamily
33197at4891	Complete	9558	15311	15859	-	190.9	140	https://v10-1.orthodb.org/?query=33197at4891	HAD superfamily
33198at4891	Complete	9534	144	824	-	129.2	124	https://v10-1.orthodb.org/?query=33198at4891	AMMECR1
33220at4891	Complete	9408	17549	18031	-	111.9	100	https://v10-1.orthodb.org/?query=33220at4891	RNA polymerase subunit RPB4/RPC9
33224at4891	Complete	8552	5597	6049	-	240.6	129	https://v10-1.orthodb.org/?query=33224at4891	Nucleoside diphosphate kinase
33227at4891	Complete	9144	3388	4368	-	159.7	154	https://v10-1.orthodb.org/?query=33227at4891	Palmitoyltransferase
33264at4891	Complete	9116	11167	12189	+	207.8	154	https://v10-1.orthodb.org/?query=33264at4891	EB1, C-terminal
33306at4891	Complete	9504	20369	20872	+	258.7	151	https://v10-1.orthodb.org/?query=33306at4891	PRA1 family protein
33312at4891	Complete	9624	23540	24295	+	285.3	196	https://v10-1.orthodb.org/?query=33312at4891	von Willebrand factor A-like domain superfamily
33317at4891	Complete	9130	11579	12406	+	172.1	211	https://v10-1.orthodb.org/?query=33317at4891	SWR1-complex protein 5
33343at4891	Complete	9626	5117	5623	+	236.3	140	https://v10-1.orthodb.org/?query=33343at4891	6,7-dimethyl-8-ribityllumazine synthase
33349at4891	Complete	9672	13545	14069	+	218.6	147	https://v10-1.orthodb.org/?query=33349at4891	NUDIX hydrolase domain
33351at4891	Complete	9722	45413	45964	+	294.8	166	https://v10-1.orthodb.org/?query=33351at4891	Guanylate kinase
33356at4891	Complete	9406	6563	7207	-	320.1	166	https://v10-1.orthodb.org/?query=33356at4891	Small GTPase
33361at4891	Complete	8884	4385	5053	+	170.1	142	https://v10-1.orthodb.org/?query=33361at4891	Atypical dual-specificity phosphatase Siw14-like
33386at4891	Complete	8514	5036	5515	+	113.7	105	https://v10-1.orthodb.org/?query=33386at4891	Cytochrome B pre-mRNA-processing protein 6
33387at4891	Complete	8310	1536	1988	+	122.8	120	https://v10-1.orthodb.org/?query=33387at4891	Actin-related protein 2/3 complex subunit 5
33397at4891	Complete	9286	9558	10349	+	274.8	233	https://v10-1.orthodb.org/?query=33397at4891	GTP binding domain
33398at4891	Complete	9588	4062	4607	+	199.1	138	https://v10-1.orthodb.org/?query=33398at4891	Cytochrome oxidase assembly protein 1
33429at4891	Complete	8038	1475	2281	-	197.8	173	https://v10-1.orthodb.org/?query=33429at4891	TMEM33/Pom33 family
33444at4891	Complete	8902	774	1700	+	130.8	175	https://v10-1.orthodb.org/?query=33444at4891	Zinc/iron permease
33503at4891	Complete	9414	4445	5407	-	139.7	203	https://v10-1.orthodb.org/?query=33503at4891	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
33522at4891	Complete	9634	1843	2421	+	158.4	122	https://v10-1.orthodb.org/?query=33522at4891	Putative mitochondrial outer membrane protein
33531at4891	Complete	9654	14415	14903	+	67.4	133	https://v10-1.orthodb.org/?query=33531at4891	Ribosomal protein L20, mitochondrial
33542at4891	Complete	8632	3317	4281	+	227.2	164	https://v10-1.orthodb.org/?query=33542at4891	Calcineurin-like phosphoesterase domain, lpxH-type
33557at4891	Complete	7444	140	1159	+	381.2	281	https://v10-1.orthodb.org/?query=33557at4891	SNARE
33577at4891	Complete	9546	11559	12992	+	474.2	394	https://v10-1.orthodb.org/?query=33577at4891	Cdc37
33590at4891	Complete	9422	3741	5453	-	425.5	443	https://v10-1.orthodb.org/?query=33590at4891	Zinc finger, Mcm10/DnaG-type
33600at4891	Complete	9680	29345	30709	-	266.3	314	https://v10-1.orthodb.org/?query=33600at4891	Ribosome biogenesis protein NOP53
33603at4891	Complete	9472	18211	18669	-	207.3	124	https://v10-1.orthodb.org/?query=33603at4891	Peptidyl-tRNA hydrolase II domain superfamily
33608at4891	Complete	9468	6069	9530	-	329.8	765	https://v10-1.orthodb.org/?query=33608at4891	Autophagy-related protein 11
33646at4891	Complete	9500	12951	13913	+	339.8	232	https://v10-1.orthodb.org/?query=33646at4891	Cyclin-like
33647at4891	Complete	8134	1841	2419	+	120.9	96	https://v10-1.orthodb.org/?query=33647at4891	Zinc finger, PHD-type
33667at4891	Complete	8844	8304	8720	+	226.7	115	https://v10-1.orthodb.org/?query=33667at4891	Ubiquitin-conjugating enzyme E2
33668at4891	Complete	8864	5067	5552	-	149.5	116	https://v10-1.orthodb.org/?query=33668at4891	Mitochondrial inner membrane protease subunit
33683at4891	Complete	9644	3774	4406	-	155.7	161	https://v10-1.orthodb.org/?query=33683at4891	PDZ domain
33709at4891	Complete	9308	13161	13643	-	140.9	111	https://v10-1.orthodb.org/?query=33709at4891	MD-2-related lipid-recognition domain
33718at4891	Complete	8520	29	526	-	100.6	80	https://v10-1.orthodb.org/?query=33718at4891	MIOREX complex component 11
33738at4891	Complete	9532	18652	20034	+	396.4	338	https://v10-1.orthodb.org/?query=33738at4891	Mitochondrial import inner membrane translocase subunit Tim54
33753at4891	Complete	8714	7002	7439	+	167.2	114	https://v10-1.orthodb.org/?query=33753at4891	RNA polymerase, Rpb8
33763at4891	Complete	8954	454	891	+	118.7	82	https://v10-1.orthodb.org/?query=33763at4891	Ribosomal protein L27/L41, mitochondrial
33809at4891	Complete	9614	21115	21537	+	167.6	115	https://v10-1.orthodb.org/?query=33809at4891	Polysaccharide biosynthesis domain
33842at4891	Complete	9716	26954	27730	-	152.3	207	https://v10-1.orthodb.org/?query=33842at4891	Proteasome assembly chaperone 2
33875at4891	Complete	7170	263	859	+	143.9	123	https://v10-1.orthodb.org/?query=33875at4891	Prefoldin
33887at4891	Complete	9552	23187	23807	-	229.6	169	https://v10-1.orthodb.org/?query=33887at4891	Mitochondrial homologous recombination protein 1
33944at4891	Complete	9674	29808	30398	+	175.7	122	https://v10-1.orthodb.org/?query=33944at4891	Ribosomal protein S11
33952at4891	Complete	9032	8717	9400	+	212.0	194	https://v10-1.orthodb.org/?query=33952at4891	Ribosome biogenesis protein Nop16
33993at4891	Complete	9434	1528	1965	+	204.9	104	https://v10-1.orthodb.org/?query=33993at4891	Glutaredoxin
33999at4891	Complete	9222	9382	9843	-	164.0	104	https://v10-1.orthodb.org/?query=33999at4891	Cytochrome c oxidase, subunit Vb
34011at4891	Complete	9584	19657	20417	-	306.8	187	https://v10-1.orthodb.org/?query=34011at4891	Snf7 family
34017at4891	Complete	9294	14598	15275	+	213.1	176	https://v10-1.orthodb.org/?query=34017at4891	Snf7 family
34026at4891	Complete	7922	123	935	+	286.5	206	https://v10-1.orthodb.org/?query=34026at4891	G-patch domain
34037at4891	Complete	9420	4284	4973	-	234.0	165	https://v10-1.orthodb.org/?query=34037at4891	PRELI/MSF1 domain
34052at4891	Complete	8258	2588	3151	+	96.1	114	https://v10-1.orthodb.org/?query=34052at4891	Ran-interacting Mog1 protein
34069at4891	Complete	8960	7278	7904	+	185.6	160	https://v10-1.orthodb.org/?query=34069at4891	Ribosome recycling factor
34109at4891	Complete	9216	968	2416	-	215.0	424	https://v10-1.orthodb.org/?query=34109at4891	GRIP-related Arf-binding domain
34113at4891	Complete	9442	16331	17647	+	425.1	343	https://v10-1.orthodb.org/?query=34113at4891	RNA polymerase II-associated protein 1, C-terminal
34138at4891	Complete	9216	13276	14094	+	149.2	182	https://v10-1.orthodb.org/?query=34138at4891	Domain of unknown function DUF2407 C-terminal
34147at4891	Complete	8286	194	1372	-	201.5	253	https://v10-1.orthodb.org/?query=34147at4891	Mitochondrial biogenesis protein AIM24
34170at4891	Complete	9552	5573	6279	+	186.9	132	https://v10-1.orthodb.org/?query=34170at4891	HIT-like domain
34188at4891	Complete	9334	1294	2007	-	103.8	152	https://v10-1.orthodb.org/?query=34188at4891	Leucine-rich repeat
34235at4891	Complete	9270	10297	10917	+	162.8	150	https://v10-1.orthodb.org/?query=34235at4891	Dihydrofolate reductase
34291at4891	Complete	8690	175	912	-	184.1	159	https://v10-1.orthodb.org/?query=34291at4891	NAD(P)H-hydrate epimerase
34294at4891	Complete	9582	11402	12691	-	75.4	199	https://v10-1.orthodb.org/?query=34294at4891	CAP Gly-rich domain
34307at4891	Complete	9582	5552	5956	-	187.2	119	https://v10-1.orthodb.org/?query=34307at4891	Peptide methionine sulfoxide reductase
34318at4891	Complete	9124	2124	2597	+	140.6	124	https://v10-1.orthodb.org/?query=34318at4891	54S ribosomal protein L25
34341at4891	Complete	8694	1018	2199	-	228.2	234	https://v10-1.orthodb.org/?query=34341at4891	MRG
34345at4891	Complete	9520	4224	4913	-	234.5	153	https://v10-1.orthodb.org/?query=34345at4891	MIP18 family-like
34378at4891	Complete	8724	646	1602	-	224.2	221	https://v10-1.orthodb.org/?query=34378at4891	Zinc finger, RING-type
34416at4891	Complete	9252	8027	8677	+	215.2	157	https://v10-1.orthodb.org/?query=34416at4891	Vesicle transport v-SNARE, N-terminal
34449at4891	Complete	8256	1524	3113	+	215.7	222	https://v10-1.orthodb.org/?query=34449at4891	Nucleoporin Nup54, alpha-helical domain
34458at4891	Complete	9428	10935	11300	+	155.9	86	https://v10-1.orthodb.org/?query=34458at4891	DNA-directed RNA polymerase subunit
34467at4891	Complete	9696	13173	13706	+	206.7	131	https://v10-1.orthodb.org/?query=34467at4891	Actin-related protein 2/3 complex subunit 3
34470at4891	Complete	9246	13869	14432	-	220.8	147	https://v10-1.orthodb.org/?query=34470at4891	Inorganic phosphate transport PHO88
34512at4891	Complete	9578	7284	7835	-	200.8	128	https://v10-1.orthodb.org/?query=34512at4891	Uncharacterised protein family UPF0220
34514at4891	Complete	9348	6094	6648	-	144.2	112	https://v10-1.orthodb.org/?query=34514at4891	Riboflavin kinase
34531at4891	Complete	9402	11943	12605	+	202.1	164	https://v10-1.orthodb.org/?query=34531at4891	Methyltransferase small domain
34547at4891	Complete	9728	22797	23657	-	215.8	277	https://v10-1.orthodb.org/?query=34547at4891	SNARE
34586at4891	Complete	9278	5276	5716	+	178.5	117	https://v10-1.orthodb.org/?query=34586at4891	ATP synthase, F1 complex, delta/epsilon subunit
34589at4891	Complete	7962	2040	2640	+	257.3	149	https://v10-1.orthodb.org/?query=34589at4891	EF-hand domain
34595at4891	Complete	9610	16830	17456	+	231.8	165	https://v10-1.orthodb.org/?query=34595at4891	Formyl transferase, N-terminal
34600at4891	Complete	8902	2593	3282	-	180.2	116	https://v10-1.orthodb.org/?query=34600at4891	Zinc finger C2H2 superfamily
34687at4891	Complete	9526	13872	14318	-	192.7	135	https://v10-1.orthodb.org/?query=34687at4891	LSM domain, eukaryotic/archaea-type
34715at4891	Complete	9714	843	2876	+	210.1	240	https://v10-1.orthodb.org/?query=34715at4891	Maintenance of telomere capping protein 4
34739at4891	Complete	9340	1124	2347	-	259.3	215	https://v10-1.orthodb.org/?query=34739at4891	Peripheral subunit-binding domain
34763at4891	Complete	9066	5312	5755	-	202.7	118	https://v10-1.orthodb.org/?query=34763at4891	Erg28
34789at4891	Complete	9592	24550	25275	-	79.6	116	https://v10-1.orthodb.org/?query=34789at4891	Mitochondrial peculiar membrane protein 1
34811at4891	Complete	8974	4481	4924	-	104.1	98	https://v10-1.orthodb.org/?query=34811at4891	Rhodanese-like domain
34813at4891	Complete	8846	306	826	-	189.3	132	https://v10-1.orthodb.org/?query=34813at4891	D-aminoacyl-tRNA deacylase
34824at4891	Complete	8208	252	581	+	139.0	76	https://v10-1.orthodb.org/?query=34824at4891	DNA-directed RNA polymerase subunit
34835at4891	Complete	8016	2420	3217	-	162.2	173	https://v10-1.orthodb.org/?query=34835at4891	F-actin-capping protein subunit alpha
34839at4891	Complete	8180	1980	2837	+	158.4	159	https://v10-1.orthodb.org/?query=34839at4891	Transcription factor IIA, alpha/beta subunit
34849at4891	Complete	8414	153	605	-	200.3	124	https://v10-1.orthodb.org/?query=34849at4891	Multiprotein-bridging factor 1
34895at4891	Complete	7906	364	1266	+	342.9	222	https://v10-1.orthodb.org/?query=34895at4891	MT-A70-like
34901at4891	Complete	9594	20202	21200	-	289.2	252	https://v10-1.orthodb.org/?query=34901at4891	Transcription factor IIS, N-terminal
34922at4891	Complete	9470	19187	19594	+	195.7	110	https://v10-1.orthodb.org/?query=34922at4891	Ribosomal protein S12, bacterial-type
34959at4891	Complete	9502	6664	7953	+	225.9	205	https://v10-1.orthodb.org/?query=34959at4891	Pheromone alpha factor receptor
35014at4891	Complete	9384	14406	15545	+	101.2	140	https://v10-1.orthodb.org/?query=35014at4891	Transcription factor Opi1
35020at4891	Complete	8572	191	880	-	231.0	156	https://v10-1.orthodb.org/?query=35020at4891	Ribosomal protein L23/L15e core domain superfamily
35036at4891	Complete	9150	10430	11263	-	264.3	229	https://v10-1.orthodb.org/?query=35036at4891	Nucleolar, Nop52
35040at4891	Complete	9672	14174	15094	-	198.7	212	https://v10-1.orthodb.org/?query=35040at4891	Tetratricopeptide-like helical domain superfamily
35061at4891	Complete	9212	11177	11563	+	223.8	106	https://v10-1.orthodb.org/?query=35061at4891	Vacuolar transporter chaperone 1
35062at4891	Complete	9300	1355	1732	+	189.1	106	https://v10-1.orthodb.org/?query=35062at4891	Ribosomal protein L7Ae/L30e/S12e/Gadd45
35082at4891	Complete	9480	20192	20974	-	233.8	199	https://v10-1.orthodb.org/?query=35082at4891	Manganese/iron superoxide dismutase, C-terminal
35083at4891	Complete	9536	5544	6392	+	237.8	225	https://v10-1.orthodb.org/?query=35083at4891	Protein BCP1
35117at4891	Complete	8322	3197	3643	-	223.1	131	https://v10-1.orthodb.org/?query=35117at4891	Cytosine deaminase
35136at4891	Complete	8474	5348	5695	+	193.0	91	https://v10-1.orthodb.org/?query=35136at4891	Cyclin-dependent kinases regulatory subunit
35139at4891	Complete	9470	5772	6173	-	163.2	109	https://v10-1.orthodb.org/?query=35139at4891	Multifunctional methyltransferase subunit Trm112
35160at4891	Complete	9528	9209	9673	-	247.1	146	https://v10-1.orthodb.org/?query=35160at4891	Mitochondrial import protein Pam17
35165at4891	Complete	9350	13298	13846	-	155.5	159	https://v10-1.orthodb.org/?query=35165at4891	Signal peptidase subunit 3
35193at4891	Complete	9680	8009	8938	+	291.3	203	https://v10-1.orthodb.org/?query=35193at4891	RNA cap guanine-N2 methyltransferase
35210at4891	Complete	8636	3287	5458	+	377.1	518	https://v10-1.orthodb.org/?query=35210at4891	-alpha-acetyltransferase 35, NatC auxiliary subunit
35216at4891	Complete	9516	1289	1714	+	217.0	122	https://v10-1.orthodb.org/?query=35216at4891	Ribosomal protein S19 conserved site
